year,make,model,trim,exterior_color,interior_color,drivetrain,fuel_type,transmission,mileage,in_accident,1_owner,personal_used,price
2020,Honda,Civic,Sport,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,51155,FALSE,TRUE,TRUE,23852
2022,Honda,Civic,EX,Aegean Blue Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,20795,FALSE,TRUE,TRUE,28898
2020,Honda,Civic,LX,Cosmic Blue Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,22107,FALSE,TRUE,TRUE,23964
2018,Honda,CR-V,LX,Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,64626,TRUE,TRUE,TRUE,22191
2018,Honda,CR-V,EX,Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,27055,FALSE,TRUE,TRUE,27995
2020,Honda,Civic,LX,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,25486,FALSE,FALSE,TRUE,22894
2017,Honda,Civic,LX,Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,66163,TRUE,TRUE,TRUE,21998
2020,Honda,Civic,LX,Blue,Gray,Front-wheel Drive,Gasoline,Automatic CVT,47436,FALSE,TRUE,TRUE,25998
2020,Honda,Civic,LX,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,31143,FALSE,TRUE,TRUE,24998
2018,Honda,Accord,LX,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,96337,FALSE,TRUE,TRUE,18599
2019,Honda,Civic,EX,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,27596,TRUE,TRUE,TRUE,24795
2010,Honda,CR-V,LX,Gray,Gray,Front-wheel Drive,Gasoline,"Automatic, 5-Spd w/Overdrive",70532,FALSE,TRUE,TRUE,13500
2015,Honda,CR-V,EX-L,Black,Black,FWD,Gasoline,Automatic CVT,57296,FALSE,TRUE,TRUE,22397
2020,Honda,Civic,Sport,Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,12270,FALSE,TRUE,TRUE,25998
2013,Honda,CR-V,EX,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,5-Speed Automatic,173893,TRUE,FALSE,TRUE,11995
2022,Honda,Civic,EX,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,25374,FALSE,TRUE,FALSE,29998
2021,Honda,Civic,Sport,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,56120,FALSE,TRUE,FALSE,25998
2020,Honda,CR-V,EX-L,Radiant Red Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,20491,FALSE,TRUE,TRUE,31995
2020,Honda,Civic,LX,Gray,Black,Front-wheel Drive,Gasoline,6-Speed Manual,51407,FALSE,TRUE,TRUE,21998
2018,Honda,Odyssey,EX-L,Lunar Silver Metallic,Mocha,Front-wheel Drive,Gasoline,9-Speed Automatic,84659,FALSE,TRUE,TRUE,26989
2012,Honda,Accord,SE,Silver,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,169531,TRUE,FALSE,TRUE,9865
2019,Honda,CR-V,EX,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,34820,FALSE,FALSE,TRUE,26999
2015,Honda,Civic,LX,White,Tan,Front-wheel Drive,Gasoline,Automatic CVT,131804,FALSE,FALSE,TRUE,11999
2016,Honda,Accord,LX,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,106939,TRUE,FALSE,TRUE,15800
2022,Honda,Odyssey,EX,Gray,Gray,FWD,Gasoline,10-Speed Automatic,30114,FALSE,TRUE,TRUE,36998
2019,Honda,Civic,Sport,White,Black,FWD,Gasoline,Automatic CVT,39879,TRUE,TRUE,TRUE,23998
2013,Honda,Civic,LX,Black,Cream,Front-wheel Drive,Gasoline,5-Speed Automatic,113823,FALSE,FALSE,TRUE,14998
2020,Honda,CR-V,EX-L,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,27060,FALSE,TRUE,TRUE,30288
2021,Honda,Civic,Sport,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,41176,FALSE,TRUE,FALSE,23888
2020,Honda,Civic,Sport,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic,20840,FALSE,TRUE,TRUE,25717
2021,Honda,CR-V,EX,Silver,Gray,All-wheel Drive,Gasoline,Automatic CVT,44631,FALSE,TRUE,FALSE,27488
2021,Honda,Accord,Sport 1.5T,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,36130,FALSE,TRUE,TRUE,28488
2021,Honda,CR-V,EX,Gray,Gray,All-wheel Drive,Gasoline,Automatic CVT,47960,FALSE,TRUE,FALSE,27488
2021,Honda,CR-V,EX,Gray,Gray,All-wheel Drive,Gasoline,Automatic CVT,41334,FALSE,TRUE,FALSE,28988
2021,Honda,Civic,Sport,Gray,Gray,Front-wheel Drive,Gasoline,Automatic CVT,40495,FALSE,TRUE,FALSE,24988
2021,Honda,CR-V,EX,Black,Black,All-wheel Drive,Gasoline,Automatic CVT,42904,FALSE,TRUE,FALSE,28488
2022,Honda,Pilot,Sport,Obsidian Blue Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,7390,FALSE,TRUE,FALSE,36888
2016,Honda,CR-V,EX-L,White Diamond Pearl,Beige,Front-wheel Drive,Gasoline,Automatic CVT,64880,FALSE,FALSE,TRUE,21988
2022,Honda,Civic,LX,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,36790,TRUE,TRUE,TRUE,25488
2021,Honda,Civic,Sport,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,42786,FALSE,TRUE,FALSE,24488
2021,Honda,CR-V,EX,Gray,Gray,All-wheel Drive,Gasoline,Automatic CVT,44610,FALSE,TRUE,FALSE,27888
2021,Honda,CR-V,EX,Silver,Gray,All-wheel Drive,Gasoline,Automatic CVT,40850,FALSE,TRUE,FALSE,29098
2021,Honda,CR-V,EX,Silver,Gray,All-wheel Drive,Gasoline,Automatic CVT,46040,FALSE,TRUE,FALSE,28388
2014,Honda,CR-V,EX,Gray,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,56476,FALSE,TRUE,TRUE,19998
2011,Honda,Fit,Sport,Milano Red,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,127685,FALSE,FALSE,TRUE,9477
2010,Honda,CR-V,EX,Royal Blue Pearl,Black,Four-wheel Drive,Gasoline,5-Speed Automatic,158356,TRUE,FALSE,TRUE,11899
2018,Honda,Accord,Sport,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,65793,FALSE,FALSE,TRUE,22999
2018,Honda,Civic,LX,blue,gray,Front-wheel Drive,Gasoline,Automatic,84695,TRUE,FALSE,TRUE,17995
2020,Honda,Civic,Sport,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,43603,FALSE,FALSE,FALSE,25397
2009,Honda,Pilot,EX-L,BLUE,GRAY,Front-wheel Drive,Gasoline,Automatic,159468,FALSE,FALSE,TRUE,9755
2019,Honda,Civic,Sport,Red,Black,Front-wheel Drive,Gasoline,6-Speed Manual,37723,FALSE,TRUE,TRUE,23998
2018,Honda,Civic,LX,Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,36993,TRUE,FALSE,TRUE,21998
2017,Honda,Civic Si,,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Manual,108612,TRUE,FALSE,FALSE,18998
2020,Honda,HR-V,LX,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,27372,FALSE,TRUE,TRUE,21995
2020,Honda,CR-V,EX-L,Platinum White Pearl,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,28133,FALSE,TRUE,TRUE,29699
2021,Honda,Civic,Sport,Crystal Black Pearl,Gray,Front-wheel Drive,Gasoline,Automatic CVT,18913,FALSE,TRUE,TRUE,27561
2014,Honda,Accord,EX-L,Gray,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,120490,TRUE,FALSE,TRUE,15998
2021,Honda,Pilot,Special Edition,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,17890,FALSE,TRUE,TRUE,35500
2020,Honda,CR-V,EX,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,17122,FALSE,TRUE,TRUE,30500
2019,Honda,Civic,Sport,Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,37586,FALSE,TRUE,TRUE,24998
2017,Honda,Civic,LX,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,65448,TRUE,FALSE,TRUE,19249
2019,Honda,Odyssey,EX-L,Gray,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,38047,FALSE,TRUE,TRUE,32998
2014,Honda,Accord,EX-L,Black,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,101141,FALSE,TRUE,TRUE,17950
2020,Honda,Civic,Sport,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,28107,FALSE,TRUE,TRUE,27998
2015,Honda,Odyssey,EX,Alabaster Silver Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,107565,TRUE,TRUE,TRUE,16866
2016,Honda,Accord,EX,Black,Gray,Front-wheel Drive,Gasoline,Automatic CVT,142422,TRUE,FALSE,TRUE,15995
2013,Honda,Crosstour,EX-L,Diamond Pearl,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,148568,TRUE,TRUE,TRUE,12995
2014,Honda,CR-V,LX,Silver,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,132266,TRUE,TRUE,TRUE,14995
2012,Honda,Odyssey,EX-L,Dark Red,Beige,Front-wheel Drive,Gasoline,5-Speed Automatic,163473,TRUE,FALSE,TRUE,12495
2012,Honda,Odyssey,LX,Dark Cherry Pearl II,Light Brown,Front-wheel Drive,Gasoline,5-Speed Automatic,124287,TRUE,TRUE,TRUE,13995
2020,Honda,Civic,LX,Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,12583,TRUE,TRUE,TRUE,21399
2014,Honda,Civic,EX,Silver,Black / Red,Front-wheel Drive,Gasoline,Automatic CVT,25875,FALSE,FALSE,TRUE,18775
2017,Honda,Civic Si,,White/white,Black,Front-wheel Drive,Gasoline,Manual,72496,TRUE,FALSE,FALSE,24924
2006,Honda,Civic Hybrid,,Blue,Black,Front-wheel Drive,Hybrid,Automatic CVT,196581,TRUE,TRUE,TRUE,5675
2020,Honda,Civic,Sport,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,24948,FALSE,TRUE,TRUE,24008
2022,Honda,Pilot,Special Edition,Steel,Black,All-wheel Drive,Gasoline,9-Speed Automatic,19487,FALSE,TRUE,FALSE,38117
2021,Honda,Passport,EX-L,Black Copper Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,32720,FALSE,TRUE,TRUE,31457
2020,Honda,Civic,Sport,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,39754,FALSE,TRUE,TRUE,24598
2019,Honda,Civic,EX,Aegean Blue Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,31471,FALSE,TRUE,FALSE,23598
2018,Honda,Accord,EX-L 2.0T,San Marino Red,Ivory,Front-wheel Drive,Gasoline,10-Speed Automatic,70789,TRUE,TRUE,TRUE,23280
2021,Honda,Civic,EX,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,15141,FALSE,TRUE,FALSE,28998
2020,Honda,Civic,EX,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,36705,FALSE,TRUE,TRUE,27998
2020,Honda,Civic,LX,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,46781,FALSE,TRUE,TRUE,23990
2020,Honda,Civic,LX,Gray,Gray,Front-wheel Drive,Gasoline,Automatic CVT,40412,FALSE,FALSE,FALSE,26999
2020,Honda,Accord,LX 1.5T,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,33775,FALSE,TRUE,TRUE,26998
2020,Honda,Accord,Sport 2.0T,White,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,38756,FALSE,TRUE,TRUE,32998
2019,Honda,Clarity Plug-In Hybrid,Base,Gray,Black,Front-wheel Drive,Hybrid,Automatic CVT,28572,FALSE,TRUE,TRUE,24995
2020,Honda,Accord,LX 1.5T,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,48911,FALSE,TRUE,TRUE,26998
2019,Honda,Civic,LX,White,Tan,Front-wheel Drive,Gasoline,Automatic CVT,47297,FALSE,TRUE,FALSE,21998
2019,Honda,Civic,Sport,Aegean Blue Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,44539,FALSE,TRUE,TRUE,22695
2018,Honda,Civic,EX-T,White,Tan,Front-wheel Drive,Gasoline,Automatic CVT,34519,FALSE,FALSE,TRUE,23998
2020,Honda,Civic Si,Base,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,48261,FALSE,FALSE,FALSE,27998
2006,Honda,Pilot,EX-L,Blue,Leather Black,Front-wheel Drive,Gasoline,Automatic,150580,TRUE,FALSE,TRUE,8500
2020,Honda,Civic,Sport,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,44267,FALSE,TRUE,TRUE,25595
2017,Honda,Civic,LX,Gray,Black,FWD,Gasoline,Automatic CVT,83286,TRUE,FALSE,TRUE,19295
2017,Honda,Civic,LX,White,Gray,Front-wheel Drive,Gasoline,Automatic CVT,30996,FALSE,TRUE,TRUE,20998
2012,Honda,Civic,Natural Gas,White,Gray,Front-wheel Drive,Compressed Natural Gas,5-Speed Automatic,131153,FALSE,FALSE,TRUE,9495
2021,Honda,Accord,LX 1.5T,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,42182,FALSE,TRUE,FALSE,23389
2021,Honda,Accord,LX 1.5T,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,47120,FALSE,TRUE,FALSE,23789
2019,Honda,Civic,Sport,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Manual,37099,FALSE,FALSE,TRUE,21895
2019,Honda,Odyssey,EX-L,Modern Steel Metallic,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,38918,FALSE,FALSE,TRUE,32718
2012,Honda,Civic,LX,Taffeta White,Beige,Front-wheel Drive,Gasoline,5-Speed Automatic,153028,FALSE,FALSE,TRUE,9150
2017,Honda,Civic Si,,Silver,Black,Front-wheel Drive,Gasoline,6-Speed Manual,56315,TRUE,TRUE,TRUE,24998
2022,Honda,Civic,Sport Touring,Rallye Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,7332,FALSE,TRUE,TRUE,31800
2018,Honda,Clarity Plug-In Hybrid,Base,Solar Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,40570,FALSE,FALSE,TRUE,26495
2021,Honda,Accord,LX 1.5T,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,54446,FALSE,TRUE,FALSE,26095
2012,Honda,Civic,LX,White,Tan,FWD,Gasoline,5-Speed Automatic,41177,FALSE,TRUE,TRUE,17998
2017,Honda,Pilot,LX,Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,72380,FALSE,FALSE,TRUE,21488
2021,Honda,CR-V,EX,Gray,Gray,All-wheel Drive,Gasoline,Automatic CVT,43927,FALSE,TRUE,FALSE,28599
2018,Honda,Clarity Plug-In Hybrid,Base,Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,39250,FALSE,FALSE,TRUE,24988
2020,Honda,Odyssey,EX,Gray,Gray,Front-wheel Drive,Gasoline,Automatic,72747,FALSE,TRUE,TRUE,29998
2020,Honda,Civic,Sport,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,47520,FALSE,TRUE,TRUE,24888
2021,Honda,CR-V,EX,Silver,Black,All-wheel Drive,Gasoline,Automatic CVT,47955,FALSE,TRUE,FALSE,28788
2020,Honda,Civic,LX,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,14700,FALSE,TRUE,TRUE,23888
2019,Honda,HR-V,EX,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,21930,FALSE,TRUE,TRUE,24588
2021,Honda,CR-V,EX,Silver,Gray,All-wheel Drive,Gasoline,Automatic CVT,62165,FALSE,TRUE,FALSE,28288
2019,Honda,Odyssey,EX,Scarlet Red,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,31875,TRUE,TRUE,TRUE,30888
2022,Honda,Odyssey,Elite,Pewter,Mocha,Front-wheel Drive,Gasoline,Automatic,15717,FALSE,TRUE,TRUE,52818
2008,Honda,Element,EX,Alabaster Silver Metallic,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,176295,TRUE,FALSE,TRUE,8990
2013,Honda,Accord,LX,White Orchid Pearl,Ivory,Front-wheel Drive,Gasoline,Automatic CVT,150112,TRUE,FALSE,TRUE,9699
2022,Honda,Civic,Sport,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,25867,FALSE,TRUE,TRUE,25999
2020,Honda,Accord,Sport 1.5T,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,38140,FALSE,TRUE,TRUE,27997
2017,Honda,CR-V,EX,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,43477,FALSE,TRUE,FALSE,24994
2021,Honda,Civic,Sport,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,37704,FALSE,TRUE,TRUE,25995
2014,Honda,Accord,Sport,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,75267,FALSE,TRUE,TRUE,16500
2018,Honda,Accord,EX-L 2.0T,Obsidian Blue Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,48643,TRUE,FALSE,TRUE,24499
2012,Honda,CR-V,EX-L,Black,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,128715,FALSE,TRUE,TRUE,12999
2008,Honda,Fit,,Milano Red,Black,Front-wheel Drive,Gasoline,5-Speed Automatic,127048,FALSE,FALSE,TRUE,7995
2019,Honda,Odyssey,Elite,Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,68216,TRUE,TRUE,TRUE,30799
2021,Honda,Accord,Sport 1.5T,Blue,Black,Front-wheel Drive,Gasoline,Automatic CVT,51652,FALSE,TRUE,TRUE,28864
2012,Honda,Odyssey,Touring Elite,gray,gray,Front-wheel Drive,Gasoline,Automatic,166528,TRUE,FALSE,TRUE,12500
2016,Honda,Civic,LX,White,Tan,Front-wheel Drive,Gasoline,Automatic CVT,68890,FALSE,FALSE,TRUE,18998
2020,Honda,Civic,EX,Polished Metal Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,20514,FALSE,TRUE,TRUE,24495
2018,Honda,Ridgeline,RTL,Deep Scarlet Pearl,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,85024,FALSE,FALSE,TRUE,25700
2022,Honda,Accord,Sport SE,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,1318,FALSE,TRUE,FALSE,34875
2014,Honda,CR-V,LX,Silver,Gray,Front-wheel Drive,Gasoline,Automatic,106214,TRUE,TRUE,TRUE,13999
2020,Honda,Accord,EX 1.5T,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,80070,TRUE,TRUE,TRUE,23898
2016,Honda,Odyssey,EX-L,Gray,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,76119,FALSE,TRUE,TRUE,21950
2022,Honda,Accord,Sport 1.5T,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,9846,FALSE,TRUE,TRUE,34995
2011,Honda,Odyssey,EX,Black,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,135337,FALSE,FALSE,TRUE,12995
2011,Honda,Odyssey,EX-L,Taffeta White,Beige,Front-wheel Drive,Gasoline,5-Speed Automatic,127908,FALSE,TRUE,TRUE,14995
2014,Honda,Accord,EX-L,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,251315,TRUE,TRUE,TRUE,7995
2019,Honda,HR-V,EX,Purple,Black,Front-wheel Drive,Gasoline,Automatic CVT,3852,FALSE,FALSE,TRUE,23995
2013,Honda,Fit,Base,Red,Gray,Front-wheel Drive,Gasoline,Automatic,129699,FALSE,FALSE,TRUE,8999
2012,Honda,Civic Si,,Rallye Red,Black,Front-wheel Drive,Gasoline,6-Speed Manual,102715,TRUE,TRUE,FALSE,14999
2018,Honda,Accord,EX-L,Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,60227,FALSE,TRUE,TRUE,23999
2021,Honda,Civic Type R,Touring,Championship White,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,31499,FALSE,TRUE,TRUE,47999
2017,Honda,CR-V,EX-L,Gray,Gray,Front-wheel Drive,Gasoline,Automatic CVT,64822,FALSE,TRUE,TRUE,24898
2020,Honda,Pilot,LX,Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,44550,FALSE,TRUE,TRUE,27881
2017,Honda,Pilot,EX-L,Black Forest Pearl,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,78011,FALSE,TRUE,TRUE,24738
2021,Honda,Accord,Sport SE,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,26624,TRUE,TRUE,TRUE,29025
2020,Honda,Civic,EX,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,17555,FALSE,TRUE,TRUE,26598
2014,Honda,Accord,Sport,Gray,Black,Front-wheel Drive,Gasoline,6-Speed Manual,111620,FALSE,FALSE,TRUE,15888
2020,Honda,Accord,Sport 1.5T,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,42914,FALSE,TRUE,TRUE,29998
2020,Honda,Civic,Sport,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,30310,FALSE,TRUE,TRUE,23550
2020,Honda,Civic,Sport,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,30007,FALSE,TRUE,FALSE,25998
2019,Honda,CR-V,EX,Crystal Black Pearl,Gray,Front-wheel Drive,Gasoline,Automatic CVT,51370,FALSE,TRUE,TRUE,27998
2019,Honda,Accord,Sport 2.0T,Gray,Black,FWD,Gasoline,10-Speed Automatic,43114,FALSE,TRUE,TRUE,28998
2020,Honda,CR-V,EX,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,29110,FALSE,TRUE,TRUE,29488
2021,Honda,Civic,Sport,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,47163,FALSE,TRUE,FALSE,23688
2021,Honda,Civic,Sport,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,41655,FALSE,TRUE,FALSE,24488
2020,Honda,Civic,Sport,White,Black,FWD,Gasoline,Automatic CVT,14668,FALSE,TRUE,TRUE,27998
2017,Honda,Civic,EX,Rallye Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,87550,FALSE,FALSE,TRUE,20948
2016,Honda,Accord,Sport,White Orchid Pearl,Black,Front-wheel Drive,Gasoline,Automatic,134276,TRUE,FALSE,TRUE,14291
2020,Honda,Civic,Sport,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,60812,FALSE,TRUE,TRUE,23998
2019,Honda,CR-V,EX,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,23141,TRUE,TRUE,TRUE,25995
2020,Honda,CR-V,EX,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,22777,FALSE,TRUE,TRUE,31800
2020,Honda,HR-V,EX,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,24233,FALSE,TRUE,TRUE,25400
2017,Honda,Civic,LX,Gray,Gray,FWD,Gasoline,Automatic CVT,65517,FALSE,TRUE,TRUE,20895
2019,Honda,Civic,LX,Black,Black,FWD,Gasoline,Automatic CVT,72975,FALSE,TRUE,TRUE,21795
2019,Honda,Clarity Plug-In Hybrid,Touring,Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,38454,TRUE,TRUE,TRUE,25595
2014,Honda,CR-V,EX-L,Polished Metal Metallic,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,89636,TRUE,TRUE,TRUE,17795
2019,Honda,Pilot,EX-L w/Navigation/RES,Black,Black,FWD,Gasoline,6-Speed Automatic,63720,FALSE,FALSE,TRUE,28995
2021,Honda,CR-V,EX,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,45430,FALSE,TRUE,FALSE,30595
2019,Honda,Civic,EX,White Orchid Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,57095,FALSE,TRUE,TRUE,24991
2022,Honda,Civic,Sport,Meteorite Gray Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,9549,FALSE,TRUE,TRUE,28952
2021,Honda,Accord,Sport 2.0T,San Marino Red,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,25356,FALSE,TRUE,TRUE,30974
2021,Honda,Accord,LX 1.5T,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,43472,FALSE,TRUE,FALSE,23349
2012,Honda,Civic,EX,Black,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,139000,FALSE,FALSE,TRUE,10995
2019,Honda,HR-V,EX,Silver,Gray,Front-wheel Drive,Gasoline,Automatic,81721,TRUE,TRUE,TRUE,17950
2019,Honda,Accord,LX,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,14755,FALSE,TRUE,TRUE,25998
2020,Honda,Civic,Sport,Bblack,Black,Front-wheel Drive,Gasoline,Automatic,39020,FALSE,TRUE,TRUE,24992
2019,Honda,Civic,LX,Aegean Blue Metallic,Gray,Front-wheel Drive,Gasoline,Automatic,66068,FALSE,FALSE,TRUE,22486
2022,Honda,Civic,EX,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,8796,FALSE,TRUE,TRUE,27954
2019,Honda,Accord,Sport,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,48420,FALSE,FALSE,TRUE,25888
2019,Honda,Accord,Sport 2.0T,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,40699,TRUE,FALSE,TRUE,27499
2017,Honda,Civic,EX,Modern Steel Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,69767,FALSE,FALSE,FALSE,20990
2018,Honda,Accord,LX,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,102035,FALSE,FALSE,TRUE,19999
2022,Honda,HR-V,Sport,Milano Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,12453,FALSE,TRUE,TRUE,27997
2017,Honda,Pilot,Touring,White Diamond Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,30637,FALSE,TRUE,TRUE,29900
2019,Honda,Civic,Sport,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,49001,FALSE,TRUE,FALSE,23016
2006,Honda,Civic,LX,Alabaster Silver Metallic,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,74317,FALSE,FALSE,TRUE,10899
2020,Honda,Civic,EX-L,Cosmic Blue Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,51632,TRUE,TRUE,TRUE,22699
2020,Honda,Accord,Sport 1.5T,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,53539,FALSE,TRUE,TRUE,24899
2019,Honda,Accord,Sport,San Marino Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,17499,TRUE,FALSE,TRUE,24399
